,HITId,WorkerId,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,image_url_x,labeled_image_fnames
28,31ANT7FQN8FP9XV1DPJXDW3BR6C5HO,AD1ILDUXZHASF,"[{""height"":71,""label"":""Shoe"",""left"":13,""top"":97,""width"":59},{""height"":84,""label"":""Shoe"",""left"":106,""top"":92,""width"":54}]",285,177,https://storage.googleapis.com/shoes_to_label/shoe598.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=gB4Gr90UwOuvw%2BxE5y8FZUUyMwBS5XNsnqUfpjNKYmG7aIChguA5deS%2FvIb2Mib14rrOkLdq1p6KV4%2Fq5CRsqoChWKI6BbBcqHyj2MaVVfYYtneVsBUtkL90iQw6%2FxrFtiuia35BkWfyYx4DQoedpWNSdONJDEFabcaMijg6ewfzXQlhbpyvL0v6jTaQkDSNJ3ry6OoCiuhFs8UtjaBvHZUvQrlAvNOLYbNbc%2Bsb8v17jgMK%2FCmZ5nbwB%2FuVN7egVR8IVSh60dxdPX3fjIeOjvnBpwC2BnSJl8xYWNmGdw%2FrZnPGCsSY0F2fNzuYKgrfJqaKMw9LRSihPzhll6zkvg%3D%3D,shoe_bb_28.png
31,3XU9MCX6VOPAZUQHRBTTTT25U5J2RH,AR50CINXSSJMS,"[{""height"":280,""label"":""Shoe"",""left"":367,""top"":258,""width"":260},{""height"":300,""label"":""Shoe"",""left"":575,""top"":228,""width"":228}]",990,1300,https://storage.googleapis.com/shoes_to_label/shoe599.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=GESTKLQjmxhqQf5mtwFOIy7goFLsjvQtGk08GvlrGtg3rdw18r5O071WYZaCLuCy%2F6spEF3AKZbTHDqst8gPz6saUk%2BxuoW39nBD5BcO%2BnoEBAXNbgw%2F%2BQGplVbJWcoBFSEQcRz2ZU2ja6p036lTxRx%2BKYPOR%2FAVV7ovd00DetP8TZOOb1Fi6oc3cZu0B3HWKurICGlDH%2F%2BJkx19rHF0MIAN8tUApeAIm3lgka1K8ICe1YR4v1Ew8kVwyA8XT8yRyeshOVb8icEGokq85hnrBH8kaJv1Avx%2BYzzSFZIeL%2Bdv1dyI2P40bZdSnWJ3JMecFampsGCIZisBLNeLaruOjQ%3D%3D,shoe_bb_31.png
33,3UQVX1UPFSUMZ06IXYAE9X1ILFJ20I,A1JVUD5XUB9H48,"[{""height"":130,""label"":""Shoe"",""left"":44,""top"":38,""width"":66},{""height"":144,""label"":""Shoe"",""left"":121,""top"":45,""width"":93}]",224,224,https://storage.googleapis.com/shoes_to_label/shoe1192.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=TPOFcSZKbJI0M%2F8XitpuJmCZthi%2BSXchplI9laAD%2B94Xxl6bYkSmbaliz4CTMMA1eFDj7LuMoRD6V9R5nGzVz8G9fVfvOXHvhwkmsWuyryOUHtPrR%2B%2FRHDeyQp9Ntkg1NTK7tdprVRSRuA9CuBZVCUzy6njtBM3j%2BaiJdFgMuF5Shr1Z9JUaPKUW2MsXpHqGHjjPBOumllxXLxLVy9ZrkYmwfowqolhaXx21TlD8p04cE6t4bEcvGo5WCFD37c%2F08Jm5mfSVxEQTi6Azbw4RGFytK7vXQIEpbZXZAMjgY%2B9vnP4yVOxX6VJSIQ5%2FH22NztpQs%2BGhZJmFuMPGGkP76g%3D%3D,shoe_bb_33.png
34,3BKZLF990ZC0OE4O7HBOX7T5DYBQYK,AD1ILDUXZHASF,"[{""height"":104,""label"":""Shoe"",""left"":27,""top"":26,""width"":151},{""height"":57,""label"":""Shoe"",""left"":49,""top"":126,""width"":126}]",194,259,https://storage.googleapis.com/shoes_to_label/shoe6.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=R9VGrEVPwt52QIBvIvuW6zPx3w%2BuDfJ%2BlTPcRbLEmRVnkxzZ6DA%2BAFvBBEvrf8cCNxdFKwM2Pm02bo4Rl%2BvxgnyCAxVG9z5%2FRkTGqiV6s8iWUPGrXG3w6SM19mKRJJBtQorekZ0PJph10zaRJN%2BmUuXj8TcKzCFF%2BAGkTQ5wCaSL7L7kN734oaR5VZk2E9SAqLxcCIri07sLKOVADVaC%2BO0EBnxW%2B9zt1o3qOWTNE7oAKDSo4jO4OjLfs4ieiiKl1JNmFiDrzwbbsX8wiOTGhi1RtXuE4rFumPBedQ5NEGXEIsns8fgnZKvRmtjF2Ot4G63eog06%2BmmMLvuNvni7xQ%3D%3D,shoe_bb_34.png
35,3YD0MU1NC2EPME16VCO2UUU35HH7AU,A2KWEVSI7P1RGQ,"[{""height"":125,""label"":""Shoe"",""left"":138,""top"":25,""width"":104},{""height"":120,""label"":""Shoe"",""left"":21,""top"":30,""width"":101}]",192,262,https://storage.googleapis.com/shoes_to_label/shoe1359.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=bVbccw5w68wwrGW90jEyQSB%2BR8wYPhHqb4W5Aew5AD6kVwghHKyfaw47Curhph3E5CHcU9MJl6GLlH8wmvEg4QdgnwyIClUqmQYDgtf9%2B90WlPzc6VsWlSrswsHAs%2BI2Lfcq5I2qKSopARMks%2F02NfbBGN3Vgf2bMUTrylwsaDhnccBtvbBHUiXqIfX%2F%2FtswFssa%2F294uhNwI5K%2Fw2hfGHzOIuyG8S5HNVRzMSlLhJ%2F6jCPlngJ2ykJxSdHnbvc5Rra%2FoH9pDc18pJnpieJxmtQUvcplNYnz9vP81qKEqmRIvGP4Q%2B9QpDwgjmoN9OcpTlTKZzFgVXWYnIMmU7glhQ%3D%3D,shoe_bb_35.png
37,308KJXFUJRJCKCYD8FR3ZQMLUE7TAR,AQCLZQH954EAF,"[{""height"":164,""label"":""Shoe"",""left"":309,""top"":900,""width"":65},{""height"":84,""label"":""Shoe"",""left"":428,""top"":1071,""width"":69}]",1244,1244,https://storage.googleapis.com/shoes_to_label/shoe60.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=KGBRwn%2BSyzv%2FGBU23QOC9px%2BNPZvByIDvixkaDdwONJ%2B6mB389xws8xp5w9tMNyMp76nNfDJRfbHAINLborsvhCpRoynx1RAuRsdVH2Ilwt2ZMX%2BVS3A%2FzdvEePXJZC5eS6OUrjdr7hTEYMQbLgXAC8fKQ27Lputr%2BMEfr34ndr8vTX8T0d1AiI5rDkUjgGS5262pGtmns7q9OtMJGvrDoCj1S9W6NWFVxksIIclNH9eVItllftbrr2cI8MXEXnfledCGysynOes7wWNPNYYPyr3sAvca9%2FO9YIIxDIlc2gArdt5VAcwVDIsGhd1Izn6l9mwB%2BcubNhjz%2B47pFz7UA%3D%3D,shoe_bb_37.png
38,3T6EIBTM9L175GZ42F0M4LWT6PNAAO,A2KWEVSI7P1RGQ,"[{""height"":116,""label"":""Shoe"",""left"":8,""top"":65,""width"":111}]",192,262,https://storage.googleapis.com/shoes_to_label/shoe136.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=mVqND0wghYvJ71h690ZVwd7IUjgfeKEUTN3aJg6ymj6WqCuLyB16zC5bdMrl9edsZu3unXIHWYQG3s5QyWMH8HUtzfg4DnzuiN7NrUjSJRUyr%2B0Nx139zc9%2Bf%2FarMJbRzSlawO5DehNJmlo7s2Vl2fXBZtdJ1%2FbJ634f%2B8fVCIN%2FYMJjETYggFsQR502rU02Gki%2B3Ny7aF3GQiZwwk%2FXFXU69asP4mKun9rrbJopJNPDFBdrE6QkGdvF7fEaNyUres5XJZb1ElGGS3v8p9R3T8v9j%2BD1BvuL8OXsxi9TJZUBgkRa4IIy1nr8XMKL6KgpfIqs12Vl1Y5FwT8E3Bzjug%3D%3D,shoe_bb_38.png
39,3TCFMTM8HE1M6PR0THEEN2KSQ7P21L,A1ZMSZ4SOJYLMX,"[{""height"":73,""label"":""Shoe"",""left"":108,""top"":97,""width"":117},{""height"":87,""label"":""Shoe"",""left"":38,""top"":72,""width"":121}]",177,284,https://storage.googleapis.com/shoes_to_label/shoe1194.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=l3eCqjw2e08%2FxKq9NehgUsV37zjiJOzbfFAY0xJ6JcuyEhnuxc2RVuEnSwDD61jQu0x479eH4vQkmg%2FqJISmVrBwBV%2FJv8b7LQb6k%2FMZMX%2BKpWGRoqNLC8R0dwr%2BTMb5fFOjsPCz6tfydLoIoVw2JtjLEGiwyDZcRYLxTnRDNNP4fM%2FEKQNK%2B4gJ6sMubmdtz1ERhukDzH4ndNLKRjVjhlvBG0dcooP4G1hl5lCH5KMnveihyHutOMTBI%2FfRLN9oc9b1D0dVUS5iIz%2BSpvv%2Bv9I19Il1bGHo1uUlzQbQgj1nbi%2FdxPmMiw5AaEDp0HmLVHyA9cooSafS1H9NEN21lA%3D%3D,shoe_bb_39.png
40,3E9VAUV7BWR81YX7ILE277E09GPYAL,A3MQA1E1OJ7R77,"[{""height"":192,""label"":""Shoe"",""left"":259,""top"":1026,""width"":464},{""height"":288,""label"":""Shoe"",""left"":633,""top"":267,""width"":308}]",1390,1300,https://storage.googleapis.com/shoes_to_label/shoe404.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=LBDSrKrttn5RqWSrwcapOh7iymLNYpxEk7gjsbzAYGR7qsPD8CePsEiLgrHJ40j9%2BZBZg7L13Aq9xIb7uPtWzVkSbv%2FRPhyjw%2BUdud29VA4NvOGr8%2FZ0cp%2BdZbwPJHlqULmOiTPqWEXHB8hw9BOy3xLgTeHx9LmKu73rfWJJlVQwo4zNBfKwDSVEIMBG%2Fe6VgZLsEoHKa9FNs31CsE2m5Q4KL7rYn2QXLI%2F2My%2FOoMhOMxEAbqljw5yoA23CZoWPwfRijLqpCi9Q14Om%2FikDwEVpEJz72Px5k1d%2Bw%2BrKQR5IlyuS7XbOrD%2BfxruvEUveJapLx2bY4mCzZz0nioCIYw%3D%3D,shoe_bb_40.png
41,3FULMHZ7OUAT5SSCQHG0095T8WG4MR,AQCLZQH954EAF,"[{""height"":96,""label"":""Shoe"",""left"":53,""top"":167,""width"":102},{""height"":90,""label"":""Shoe"",""left"":213,""top"":152,""width"":138}]",360,480,https://storage.googleapis.com/shoes_to_label/shoe1360.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=QrW8vIoSXkDQ9ctCVAMazoqYt5cl7MITiAYs860jXznWO8wUTotAZSnNEmlvNrLRbC%2FHWDYsZxTky9IcoLeSUCM3AYAnbu6wkddIjmgOaaMyRUVhrno4z0HLbG8HriqWlElcutakArPbVtqwi2B6PRiu%2F8sX7BtRzrd2CgPDfiyzicFFYtcqqZEpNIKEhs39g5KcSL4zn2oieV6r4Xpw1exeWQMhZZkyLZiZCDykbQmWdUmCtvbYA4gQ7b2l14hMlCz%2Fxn59%2BVETRGAMKrwFgbc73Olc%2BQRLTq0e3nLju7unovr7CGqRMCzcS7JvHRYg0xRqwnCykQeZjth25XKD8g%3D%3D,shoe_bb_41.png
42,3EGKVCRQFW5DK82ZOZEY2IY6RYAYBG,A2SFP34EVH2AEI,"[{""height"":218,""label"":""Shoe"",""left"":42,""top"":0,""width"":213}]",225,338,https://storage.googleapis.com/shoes_to_label/shoe600.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=hTktoZFH2KQ9mPMamYiTPzfVjI62HX7f2zmnEADTWSK8EKztlBJpAaTTs07BrLMHM5ecX21yKD5Z5vM5YmVOgDv4GGxZIqpoMSrxEemKE05CsbNptUe95i%2BXi%2Fw7v%2F1GB8VrnJX886LVItsS72yGzHEzU2ZeiHZs57KXIU3pbL8oWadODTybJNPlSETOB%2FynSQB7VjqnTO3RpdaTQZZqI%2BTHzcV4bsh%2FJVYdga0nOQEWeqYVwEAswom%2BhG0PJAqiDnXpI%2Fr7gInoyLRO7zvUOKQCkj2b2yMTqFtTaIm%2B725lr%2B3mpi3biK5pzDRCyOOQDoNqQgeNGejy9Bv4b2pH3w%3D%3D,shoe_bb_42.png
44,3YKP7CX6G2SU5O6Y1QOYP5E9NZ27BP,A3343ON7H5UO3L,"[{""height"":286,""label"":""Shoe"",""left"":125,""top"":187,""width"":446},{""height"":278,""label"":""Shoe"",""left"":576,""top"":128,""width"":297}]",600,970,https://storage.googleapis.com/shoes_to_label/shoe1361.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=N%2BBqvcZ3DkRCnp5OIRW9nAC9L9%2FzEUwwdKxEgUvUunPJEbb2L%2Fg7XadBUCAVjZW5xQ6cyFRCLiOkbdtSuZcj%2FbVraP4y%2B0XL7NcgESte4D26OlNFSsiXnjkg%2Fn1NWUOLHP8YVnWZKV4K9nTJefQHNsgT75yF6MLj%2BUmkvTZdOYEwVqp%2BGVGLDPZxGEwSq3UUJ1yjl7LbcDIP%2BlHY9EXSApN3YF1xK7mdhzcOeVCQ38h852cy%2BQ0QzT1CL39cdW109UFWKbI9HKlvZpBQksAxhmVXbIrOplu51%2FwxSkpSqeOiPx2mGa%2BQLpfC3l3ozlWMmJGPH7JJCFUqWKAoNZPnSw%3D%3D,shoe_bb_44.png
45,3T8DUCXY0NJYFTO8G9D33VB1OWPT9C,A3J08ETUZNPUF3,"[{""height"":64,""label"":""Shoe"",""left"":72,""top"":46,""width"":94}]",196,257,https://storage.googleapis.com/shoes_to_label/shoe405.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=EZUY0PZUUtnAM7nLz95vH9Fd8ZuKIfOm%2BpigU%2F8%2BEy9ybeRpK7mXvlMaazg6oeh1pEWpswZ28pU0vCpQqFB7s%2F3h63oSsnMSgOT%2F0eHc0cveg4S5zjmhnD%2Fb0eFvsPF4miZsuLzGWsNI7HkysylO%2Bj7%2By%2BlIRFwWEngnAl%2Fb%2BuegJIA1TAP%2FXTnHP9cnekhQMPXtPM7Fq8dVMEPEV54kjrQSst1%2B3rlVHnlyRRSY8L61V7zMuBq9VudCp8Kjv8ncBeg77WTEsGpGuYSkJy9kbojxYu7K1wtiY%2B2y5n7gsATFglocnuJVujiOu82Vn15bHq5r5ltGlr6kT7%2Bf%2FeA6uw%3D%3D,shoe_bb_45.png
46,3HYV4299H09WC5N1LMIU4DGP1GL8ED,A2XQPCBEHMYRSQ,"[{""height"":334,""label"":""Shoe"",""left"":143,""top"":602,""width"":806}]",1250,1000,https://storage.googleapis.com/shoes_to_label/shoe0.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=JsVbxs8KunUVvEpa2ZQEqkOz8mCHr605x%2FZ1ElAIwH0LZqrgnVROm5bXaG63V4dNRzPjpO9hr71WrtCyk5khaeYkaG0X9glrhBGH6yX8DT0yaSJBbCgJtfz9JhRf4gZ5KlRa05YKtTvWYdH4kBeofMFQZeLG3AR1se1fw5krMMcAaPEu1bZ1hByA%2Fd2drRjSwqD7DwbHuzr3Jdb7N%2F%2FKeIfeuSRWXOBSx5lqSgb%2BY12SWMG5gLl9aXaWwnxtKvLlTQEEByVYa21xscoXzxqR6wocfdT7tIMu70lROOlUocC3VN2jwtkHRR4Fcq7maZbQXpQIuy2FBalsQK4VU1%2Bxuw%3D%3D,shoe_bb_46.png
47,32TZXEA1OLXW936NXVX2GHHQALL41J,A2HVCE3UU4F3PU,"[{""height"":43,""label"":""Shoe"",""left"":75,""top"":145,""width"":78}]",194,260,https://storage.googleapis.com/shoes_to_label/shoe1196.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=BDrmjcbR7J4UIyMazGGCRGa7egS%2FX%2BxGm8QUtMr0%2F6%2B2RjIoSdBAaRn2%2BU0CePYKonrGLayE%2FEhdCXtRrmKT27TovozmmswRMuRWT%2BXRuwb%2BdOZBl52rHhRqh6vu0nhehurQW2kfATPrwaPhTzBI3lthz0u5t66iiBEsVwZU9A9eykpRxQoEZLZElJ03sdQGXBGaTqtAvAVHYA3CNDpbLTGqLNm6fxyEBQTsAA1tMX3eI2mVG7ullwb9t7SzM530iMm0b3c8%2FHMuFcHQjNhWNu%2BdTY5ubhQdgtteMe0a0xsW5sQbzU8tiGWVJVQMkwAgBJ%2FnekPwOEtu%2FcUD4%2FDu5A%3D%3D,shoe_bb_47.png
48,3T5ZXGO9DE10T4ET33D7BE27JSFQZB,AOSFK4SX61DUA,"[{""height"":159,""label"":""Shoe"",""left"":4,""top"":24,""width"":99},{""height"":160,""label"":""Shoe"",""left"":165,""top"":23,""width"":103}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe601.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=WcQRh3IvYG2dbqwkYOIwfCbZFGK%2FA4OES%2BwlhN7P2r08Ijj1lSTx%2Bq4G6wHe%2BJAUcjtU2VmciFOtjNqj3Ss2qUGM4v4OSd7vstgRTQ6TObL0vxt660BGNfouaOkrn4Lx57S33%2FQ%2FYlo8ov7MapOdvH88JusSL%2Fy%2BLV8P9Ief7RGthWC5bwH1JGHQZWH9Xj1iC5Q7wrRNQNhbth7z2%2FkzBOTsjcUT8GYz2s4ZktSjyNCWKoz6VG0oWBVasSWMs7NZ%2BivjvK1xmbMBcpl740tC0sm1ri7UFlSD9LBrsS4w2Sp3J%2FuFk3gHC2wQiwJAd06mUd1eS2KfbfPbklDeUZKmXQ%3D%3D,shoe_bb_48.png
49,385MDVINFCSFDM5BXQ9RF9W3OVKJWO,A2XQPCBEHMYRSQ,"[{""height"":101,""label"":""Shoe"",""left"":80,""top"":29,""width"":184}]",145,348,https://storage.googleapis.com/shoes_to_label/shoe1362.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=bw2FCADWSgrcm6P9aLz6Sh%2BE4sO1PFuf4BJJLC%2FKcTavQkDua1MPzkxXXkVmcbOrDUZVVtRW6SWbVfGs73inXWsp5dpGfF85NcQeuA%2BGNjayyQtRaDjctIzzQYFyYLTsM9TZrEEM1yDloY1yBsCPVc81eqk62kzfSGF%2BJMgtW8ElSWfzjWG2kIbkGxwqE%2BOJve6eArYU0PtVWbOmw1Bxwa7%2FSnNtkrb0m5yiT6h8DUmFofCn4PLcyG4CQBKSiBBdGs8EVlcLc2j6xCc6j%2B8jJVNoMulZwQ43F%2FFswGIr%2BrDmVBqRqtjanLpmclbF6uUGMhEZAC7zVbAQDL6xDe4XiA%3D%3D,shoe_bb_49.png
50,3T2EL38U0MXBO9EE2LPMETMWBSHQXE,A1OBV7OTINLUUH,"[{""height"":41,""label"":""Shoe"",""left"":74,""top"":169,""width"":47}]",259,194,https://storage.googleapis.com/shoes_to_label/shoe406.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=DX40lukuQWxn2kABdkhliT5BJVsLzU4NCEXoADLoBiO6ZRO80KRZeiuxSJbiaww4UTpzHavH%2BZEqYucipELUnXhhSg7UQfV%2FdFLuY4zRFs%2FJ8UO4fP7LFVNErEDiN%2BQERPLY0uIS8jmw63xagPI3QoOJVAcHaIafviFakf%2Bae1FK7YlT4nZSUDifp92zOLFyDjap2MRtk%2BjgLRLXWLHuo586rstJhZP8jzD%2BZ4bXpZPlL0lKdea%2BL6pC0cAtvY%2FOvUzJKep6oeFbIQnQS%2BNhgvrG2EyZP%2FN30tsOVx1vWfPhjiUn2ZUICD38vUWAm1YqUJbgqiueZBkFsKJ6Gixg9g%3D%3D,shoe_bb_50.png
51,3WUVMVA7OBG86O7CE7GLLEN2FAUAZP,A2EARNRMFJOSIY,"[{""height"":52,""label"":""Shoe"",""left"":61,""top"":79,""width"":86},{""height"":58,""label"":""Shoe"",""left"":149,""top"":7,""width"":63}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe602.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=XYh2lTvNe%2Fw3WGYzg5AKpXhdxg8CNFHFPaSQQwSOvrTH92hFP1NTVk09V2Cwt4jxZu5a%2BP66uN9cI9VMhFeqXAtoG%2ByS1vcleFKgggwhUw%2BgWrkOgz%2Fm50Un6ptbsYDCx%2BPSYucJSmuC9bMfgvzkum6jzCjQa%2F%2BNSV%2Be11JvXQl9jSR%2B6ru%2BNyFfj6CAmk7s4ThRZ4HpTERZpzI9bHLwWyb2cReCUe2ab2aVXEBFiWZRKRk7otKd4Ne8e7ZGhb1NbToU4AkSlix%2BIQ4QmCxG1XUE%2FNZcmNDBKiMGbn9Isp7dyRCYsN6rU7hTHoAUEFBFCdhwHNOftdbJSOoYJMjALg%3D%3D,shoe_bb_51.png
52,3EQPA8A3749J7HAG8DTYEDQL5XNZJT,A3JBAUWN5T7E0Q,"[{""height"":84,""label"":""Shoe"",""left"":74,""top"":120,""width"":120},{""height"":64,""label"":""Shoe"",""left"":18,""top"":87,""width"":110}]",225,225,https://storage.googleapis.com/shoes_to_label/shoe1197.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Cmerngzae8GWhVP7H3mrgnZU79WIdOU5KqOhsvoHPmKsB6d4pMzz%2B3k2ZFixSuS5D9a%2BmOn8cL6pha5Zy3A2tBao6x%2FXVGkqc7ieiQu7Gqn30CPpFCjLXkRg4vANZy8AZts5WMNB83VLzz8ncJesNLuaS1pfriiKwcDosQ2VrcDbx4%2FI68E%2Bcx6REeQkc2JmZTRB702VSbC8HaxeCljExOWBqqFlRl9ehWW4rOSPN3HNAD0AID7smc6aS17zxvG070E4hUkTrulNy6kpgW5qoqpK6H%2BZEurFhK113WbnrpzpdYuunEoZwpaDo56PfxfGyWWvEUr7Ge7dO%2BscZcHpww%3D%3D,shoe_bb_52.png
53,3E6L1VR4XWZ1E549NI522H5Y7MAF6G,A1MYCZT6OX9G20,"[{""height"":512,""label"":""Shoe"",""left"":545,""top"":520,""width"":692},{""height"":644,""label"":""Shoe"",""left"":1392,""top"":409,""width"":576}]",1723,2592,https://storage.googleapis.com/shoes_to_label/shoe224.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=J%2BB%2Byyc7EHMCdwdxgM31sDadlUfU8DPP7jpM7EbnUZaybRzoZde6FShd6Zrdq5BjT2tiWBNZnCZLPfdkz%2FV8BcU0CNB4dBMYl8EweYA6y6OVftt70%2FwAqeGS%2FmHsg6U8Jh4r2vlUBvMGz6Wczdg%2F4ZWsmM%2BrI%2B22kyVwoldACbNIcri%2FXlry4Qd76TcBUhUOhMOHdcaE6yEI3YEmvkKHDfRP57TpVQYwmekRCPZFsf35PwRsQ7KYZpYRBlZFPh6yDqbkv7%2FhrlZTeyzEu8t0FC8OHBtVPq%2Fbkl2ALLlK%2FTH1QMynYqQ26hpu31buhpMU30X%2BDo6CWVj1WGb7kv0z%2FQ%3D%3D,shoe_bb_53.png
54,3EHIMLB7F7C8WFE3BNQ0PGD2TWD8HT,A3PQ5Q456J981M,"[{""height"":234,""label"":""Shoe"",""left"":153,""top"":61,""width"":425},{""height"":311,""label"":""Shoe"",""left"":130,""top"":287,""width"":591}]",683,910,https://storage.googleapis.com/shoes_to_label/shoe407.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=GeQbgYriXV%2Bm26iKLdQhlAOlPasCQNhTSvX2vrFuVSl%2FKm7AhvIjBTUb4wFhXqAOTqiix3iIeiz5rJnXLYFXHYZkY2XexUxgLrq8ghWMz2c7Wn72%2FVKu41ULMSL%2BQtTEFQJKtxtfYAD8HHZ0lALHsigYZbR8JZhPej1lKRBR31oAQHb0TVDTN0mpdK2e8fXpx5H%2Fyrkg8kDsY2E9WfDu2UpgM59I1G56e11FN615%2FA4roFEl8pea8ro0PgoszwBA77XovB92vhWo3y56bRZXqP1Y2ETm5oMwYb60pXjAomRIOUxNpdNO0nxlAQvIpFqQe4nQlEA%2F7UL%2BfwCZ%2BTfVLw%3D%3D,shoe_bb_54.png
56,3W5PY7V3UPKJ2R0BCRRF06HJZ3KJYN,A1OBV7OTINLUUH,"[{""height"":379,""label"":""Shoe"",""left"":195,""top"":235,""width"":334}]",634,636,https://storage.googleapis.com/shoes_to_label/shoe1363.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=QS8Y%2FLiIupRvLopo5GxV9f3B2AHT2mn%2FWC0%2BCUVnZG%2F1RlE%2FI3qHIgfLAXEazbVItLlhYY0zwZbeRtHGHgdW0QsA7J1utM%2BxnmX3aiufX%2BJyJM%2B7XkL1IwUOTYAa93ywBOFDGqFZ2%2FywZ3H1SZb%2FhFxjTQHRNgQZbtuQ6XtHa9K95NzyqK1V%2BXpYfONNMPywiXjfpjKt2cmM1V1NIJ2AkGtkbgn5eJ6gFFMnuO1HQMh7qQUbXoxgkwo8UsXXPMOuPcGW3TYGJY%2BQJaHDav1YJTQzvvh5oHeSB8o%2BByKrLgYgpu0qf6IwLZArE84CZcYB%2B6ncmIofXUyHUptsMV92sQ%3D%3D,shoe_bb_56.png
57,3JUDR1D0D64ANTBHEW4TO3S0YJH2QG,A2XQPCBEHMYRSQ,"[{""height"":59,""label"":""Shoe"",""left"":79,""top"":86,""width"":124}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=knpUaU69%2F8bHaQSK6Ffyay0CYzcLASKiXLzjs%2BLce6ApdumA2QyYk5wCm%2FmAJZOhH4JitVKoRsBS1ZZ6HWgfcMQNoyL71OY1EKgea4qaq7DYrwLaq82lTNADjjjxvco%2F4UOT1YmSahWPYxQ3ablrn5ZV2gVpEdLnz%2FpmDOond%2Fgj1ixZC0pMzyQKs6BYVEe3ixXVn9%2BfuGpntjI0HjDoD56fYPLtimPO7efh062t9LlsIf%2FDPKpz10eY8BAhc3pIrHxbaObDG6hFsLJu1aC4UX8Plquxmo0QbuAj5vgs1WSD3fj8RQPHa%2BmHiU5WNtCo%2BxU2CQGK%2B0gqd8Z5KxAN4w%3D%3D,shoe_bb_57.png
59,35A1YQPVFETP5S6LJ71ID84QRJR5IH,A1MYCZT6OX9G20,"[{""height"":73,""label"":""Shoe"",""left"":183,""top"":46,""width"":73},{""height"":84,""label"":""Shoe"",""left"":248,""top"":170,""width"":84}]",333,500,https://storage.googleapis.com/shoes_to_label/shoe408.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=pAfKIbBXtDJG3VM3xr5yUwmnsIZ7cVohTl0Hz%2Fb%2F8FuaP9llcgaOpqhJxgz4hA%2B0bNtZMXbBkGLv3nj9EZtCwYDDvSvfwvBk15KZwU5hBWQu5Om0j0WSsfc4%2F85uT9wsyYOdRVxwUIZsyTT%2FmqgNb%2BFe0k1a8jZAYTWlUvJmvkubH7Hu2B7c2bwLwjplM8Qet3RuA2I4zQ7vYzMryDTOammJ78iYOgK6E8oRg05gAOC7wKKlIzM7%2BsS5xz9n2qW8SMXUq1dXHBIkBhoOFvPyKekwJHvN6I%2BNEb3RsUUyzrp1Bbfs97swNYZp1bWI%2BHQNts3fMLEdC65AB6aaElQ0hQ%3D%3D,shoe_bb_59.png
